cell_id,previous_prefix_cycle,current_prefix_cycle,candidate_id,candidate_family,history_row_count,future_row_count,base_trajectory_mae_pp,updated_trajectory_mae_pp,delta_mae_pp,mean_absolute_correction_pp,maximum_absolute_correction_pp,selected_candidate_id,selection_fit_cell_count
MATR_B2C41,20,40,theil_all_a0p1,robust_local_trend,20,260,0.38268922618343776,0.41946386659701912,0.036774640413581361,0.037725228815117196,0.075161375417091711,theil_all_a0p1,40
MATR_B2C43,20,40,theil_all_a0p1,robust_local_trend,20,260,0.13891055620317658,0.11019783047119178,-0.028712725731984801,0.029439827876412823,0.058654063202048537,theil_all_a0p1,40
MATR_B2C45,20,40,theil_all_a0p1,robust_local_trend,20,260,0.047209627534841904,0.046792301312331995,-0.00041732622250990892,0.00053324842696995587,0.0010624106590972299,theil_all_a0p1,40
MATR_B2C6,20,40,no_update,no_update,20,260,0.82199421818665785,0.82199421818665785,0,0,0,no_update,40
MATR_B1C1,40,60,theil_all_a0p25,robust_local_trend,20,240,0.064164002622795258,0.15064382468506701,0.086479822062271755,0.092599851636765165,0.18443123977447004,theil_all_a0p25,40
MATR_B1C11,40,60,theil_all_a0p1,robust_local_trend,20,240,0.027939337513746606,0.033894365861853792,0.0059550283481071865,0.026322134896282233,0.05242582883906835,theil_all_a0p1,40
MATR_B1C15,40,60,theil_all_a0p1,robust_local_trend,20,240,0.060860867659238357,0.060151538622197145,-0.00070932903704121197,0.00073668734293016428,0.0014672610979521942,theil_all_a0p1,40
MATR_B1C17,40,60,theil_all_a0p25,robust_local_trend,20,240,0.55089986886203024,0.64508981313644209,0.094189944274411852,0.094273688990925628,0.18776502371636636,theil_all_a0p25,40
MATR_B1C19,40,60,theil_all_a0p1,robust_local_trend,20,240,0.054686490606001094,0.061689141249903656,0.0070026506439025624,0.0088935609188343766,0.01771331635286515,theil_all_a0p1,40
MATR_B1C21,40,60,theil_all_a0p1,robust_local_trend,20,240,0.40372996709829129,0.3443004804329301,-0.059429486665361186,0.059788238923994028,0.1190803098901126,theil_all_a0p1,40
MATR_B1C24,40,60,theil_all_a0p1,robust_local_trend,20,240,0.14124731315217284,0.12195480777992813,-0.019292505372244709,0.019512537902189563,0.03886314602925723,theil_all_a0p1,40
MATR_B1C26,40,60,theil_all_a0p25,robust_local_trend,20,240,0.056202986154172525,0.11319181904225163,0.056988832888079106,0.064950882967886286,0.1293627544588607,theil_all_a0p25,40
MATR_B1C28,40,60,theil_all_a0p1,robust_local_trend,20,240,0.044126399680058687,0.038274175344565071,-0.0058522243354936151,0.0061081135788103331,0.012165537418377427,theil_all_a0p1,40
MATR_B1C3,40,60,theil_all_a0p1,robust_local_trend,20,240,0.026482712901649504,0.023791290224759305,-0.002691422676890199,0.0042758700418413119,0.0085162556849951443,theil_all_a0p1,40
