cell_id,previous_prefix_cycle,current_prefix_cycle,candidate_id,candidate_family,history_row_count,future_row_count,base_trajectory_mae_pp,updated_trajectory_mae_pp,delta_mae_pp,mean_absolute_correction_pp,maximum_absolute_correction_pp,selected_candidate_id,selection_fit_cell_count
MATR_B1C42,40,60,no_update,no_update,20,240,0.12166192864977141,0.12166192864977141,0,0,0,no_update,40
MATR_B1C44,40,60,no_update,no_update,20,240,0.085498741340224463,0.085498741340224463,0,0,0,no_update,40
MATR_B1C5,40,60,no_update,no_update,20,240,0.11648888414237461,0.11648888414237461,0,0,0,no_update,40
MATR_B1C7,40,60,no_update,no_update,20,240,0.067743498554217699,0.067743498554217699,0,0,0,no_update,40
MATR_B2C0,40,60,no_update,no_update,20,240,4.2509818071813079,4.2509818071813079,0,0,0,no_update,40
MATR_B2C11,40,60,no_update,no_update,20,240,0.21348815434559279,0.21348815434559279,0,0,0,no_update,40
MATR_B2C13,40,60,no_update,no_update,20,240,0.24502021881148886,0.24502021881148886,0,0,0,no_update,40
MATR_B2C17,40,60,no_update,no_update,20,240,0.23136943571417562,0.23136943571417562,0,0,0,no_update,40
MATR_B2C19,40,60,no_update,no_update,20,240,1.0992755652189916,1.0992755652189916,0,0,0,no_update,40
MATR_B2C2,40,60,no_update,no_update,20,240,0.26194749043696591,0.26194749043696591,0,0,0,no_update,40
MATR_B2C21,40,60,no_update,no_update,20,240,0.15462082292202772,0.15462082292202772,0,0,0,no_update,40
MATR_B2C23,40,60,no_update,no_update,20,240,0.69106579912190313,0.69106579912190313,0,0,0,no_update,40
MATR_B2C25,40,60,no_update,no_update,20,240,0.50547737231156287,0.50547737231156287,0,0,0,no_update,40
MATR_B2C27,40,60,no_update,no_update,20,240,0.36897066194897038,0.36897066194897038,0,0,0,no_update,40
MATR_B2C29,40,60,no_update,no_update,20,240,0.2234489622420637,0.2234489622420637,0,0,0,no_update,40
MATR_B2C31,40,60,no_update,no_update,20,240,0.22277747652867461,0.22277747652867461,0,0,0,no_update,40
MATR_B2C33,40,60,no_update,no_update,20,240,0.40540734841760229,0.40540734841760229,0,0,0,no_update,40
MATR_B2C35,40,60,no_update,no_update,20,240,0.066319089912165494,0.066319089912165494,0,0,0,no_update,40
MATR_B2C37,40,60,no_update,no_update,20,240,0.085684619855385516,0.085684619855385516,0,0,0,no_update,40
MATR_B2C39,40,60,no_update,no_update,20,240,0.037329948792434092,0.037329948792434092,0,0,0,no_update,40
MATR_B2C4,40,60,no_update,no_update,20,240,0.26570402319791459,0.26570402319791459,0,0,0,no_update,40
MATR_B2C41,40,60,no_update,no_update,20,240,0.10885710849708155,0.10885710849708155,0,0,0,no_update,40
MATR_B2C43,40,60,no_update,no_update,20,240,0.026531201063212547,0.026531201063212547,0,0,0,no_update,40
MATR_B2C45,40,60,no_update,no_update,20,240,0.11205117839226161,0.11205117839226161,0,0,0,no_update,40
MATR_B2C6,40,60,no_update,no_update,20,240,0.73156163482937486,0.73156163482937486,0,0,0,no_update,40
MATR_B1C1,60,100,no_update,no_update,40,200,0.015272746986010546,0.015272746986010546,0,0,0,no_update,40
MATR_B1C11,60,100,no_update,no_update,40,200,0.025372970837373075,0.025372970837373075,0,0,0,no_update,40
MATR_B1C15,60,100,no_update,no_update,40,200,0.066659119260425323,0.066659119260425323,0,0,0,no_update,40
MATR_B1C17,60,100,no_update,no_update,40,200,0.020693679898520115,0.020693679898520115,0,0,0,no_update,40
MATR_B1C19,60,100,no_update,no_update,40,200,0.039933877521312271,0.039933877521312271,0,0,0,no_update,40
MATR_B1C21,60,100,no_update,no_update,40,200,0.33366016873665749,0.33366016873665749,0,0,0,no_update,40
MATR_B1C24,60,100,no_update,no_update,40,200,0.066661887291639771,0.066661887291639771,0,0,0,no_update,40
MATR_B1C26,60,100,no_update,no_update,40,200,0.19725809373011458,0.19725809373011458,0,0,0,no_update,40
MATR_B1C28,60,100,no_update,no_update,40,200,0.048017158345262698,0.048017158345262698,0,0,0,no_update,40
MATR_B1C3,60,100,no_update,no_update,40,200,0.015533999001434253,0.015533999001434253,0,0,0,no_update,40
MATR_B1C30,60,100,no_update,no_update,40,200,0.070532207167319713,0.070532207167319713,0,0,0,no_update,40
MATR_B1C32,60,100,no_update,no_update,40,200,0.011378142384698649,0.011378142384698649,0,0,0,no_update,40
MATR_B1C34,60,100,no_update,no_update,40,200,0.032743669833994744,0.032743669833994744,0,0,0,no_update,40
