cell_id,previous_prefix_cycle,current_prefix_cycle,candidate_id,candidate_family,history_row_count,future_row_count,base_trajectory_mae_pp,updated_trajectory_mae_pp,delta_mae_pp,mean_absolute_correction_pp,maximum_absolute_correction_pp
MATR_B3C20,60,100,no_update,no_update,40,200,0.021417132622659665,0.021417132622659665,0,0,0
MATR_B3C21,60,100,no_update,no_update,40,200,0.026364258518889586,0.026364258518889586,0,0,0
MATR_B3C22,60,100,no_update,no_update,40,200,0.044788080570675744,0.044788080570675744,0,0,0
MATR_B3C24,60,100,no_update,no_update,40,200,0.10808237264287925,0.10808237264287925,0,0,0
MATR_B3C25,60,100,no_update,no_update,40,200,0.050956330293753425,0.050956330293753425,0,0,0
MATR_B3C26,60,100,no_update,no_update,40,200,0.066645931968343175,0.066645931968343175,0,0,0
MATR_B3C27,60,100,no_update,no_update,40,200,0.038202405598046524,0.038202405598046524,0,0,0
MATR_B3C28,60,100,no_update,no_update,40,200,0.089482240780434166,0.089482240780434166,0,0,0
MATR_B3C29,60,100,no_update,no_update,40,200,0.043880263130323983,0.043880263130323983,0,0,0
MATR_B3C3,60,100,no_update,no_update,40,200,0.036187434470756299,0.036187434470756299,0,0,0
MATR_B3C30,60,100,no_update,no_update,40,200,0.11721949960326938,0.11721949960326938,0,0,0
MATR_B3C31,60,100,no_update,no_update,40,200,0.060259728477791083,0.060259728477791083,0,0,0
MATR_B3C33,60,100,no_update,no_update,40,200,0.025575276104499167,0.025575276104499167,0,0,0
MATR_B3C34,60,100,no_update,no_update,40,200,0.043996877305786629,0.043996877305786629,0,0,0
MATR_B3C35,60,100,no_update,no_update,40,200,0.049068829848565441,0.049068829848565441,0,0,0
MATR_B3C36,60,100,no_update,no_update,40,200,0.058409429693579186,0.058409429693579186,0,0,0
MATR_B3C38,60,100,no_update,no_update,40,200,0.046845820117247639,0.046845820117247639,0,0,0
MATR_B3C39,60,100,no_update,no_update,40,200,0.045733054374938291,0.045733054374938291,0,0,0
MATR_B3C4,60,100,no_update,no_update,40,200,0.024649263166001988,0.024649263166001988,0,0,0
MATR_B3C40,60,100,no_update,no_update,40,200,0.024801677624698825,0.024801677624698825,0,0,0
MATR_B3C41,60,100,no_update,no_update,40,200,0.048008475006712598,0.048008475006712598,0,0,0
MATR_B3C44,60,100,no_update,no_update,40,200,0.10650175894070926,0.10650175894070926,0,0,0
MATR_B3C45,60,100,no_update,no_update,40,200,0.096584127456627158,0.096584127456627158,0,0,0
MATR_B3C5,60,100,no_update,no_update,40,200,0.03719990015271122,0.03719990015271122,0,0,0
MATR_B3C6,60,100,no_update,no_update,40,200,0.19987547913245102,0.19987547913245102,0,0,0
MATR_B3C7,60,100,no_update,no_update,40,200,0.058992247260824443,0.058992247260824443,0,0,0
MATR_B3C8,60,100,no_update,no_update,40,200,0.02999199628414722,0.02999199628414722,0,0,0
MATR_B3C9,60,100,no_update,no_update,40,200,0.1128546290528611,0.1128546290528611,0,0,0
