cell_id,previous_prefix_cycle,current_prefix_cycle,candidate_id,candidate_family,history_row_count,future_row_count,base_trajectory_mae_pp,updated_trajectory_mae_pp,delta_mae_pp,mean_absolute_correction_pp,maximum_absolute_correction_pp
MATR_B3C6,20,40,offset_median_all_a0p25,robust_offset,20,260,1.0052152661734421,1.0337196840584448,0.028504417885002686,0.028504417885002908,0.028504417885002908
MATR_B3C7,20,40,offset_median_all_a0p25,robust_offset,20,260,0.18488790283328549,0.18622458287237431,0.0013366800390888223,0.0016089667137162422,0.0016089667137162422
MATR_B3C8,20,40,offset_median_all_a0p25,robust_offset,20,260,0.052417328685347431,0.047842471795931978,-0.0045748568894154532,0.0052315060812446745,0.0052315060812446745
MATR_B3C9,20,40,offset_median_all_a0p25,robust_offset,20,260,0.23167125175771955,0.23164017474673185,-3.1077010987701215e-05,3.2580737324039433e-05,3.2580737324039433e-05
MATR_B1C0,40,60,no_update,no_update,20,240,0.63167504879305503,0.63167504879305503,0,0,0
MATR_B1C14,40,60,no_update,no_update,20,240,0.073709568629562655,0.073709568629562655,0,0,0
MATR_B1C16,40,60,no_update,no_update,20,240,0.059260080103689522,0.059260080103689522,0,0,0
MATR_B1C2,40,60,no_update,no_update,20,240,0.032929474379738956,0.032929474379738956,0,0,0
MATR_B1C20,40,60,no_update,no_update,20,240,0.49936652899983996,0.49936652899983996,0,0,0
MATR_B1C23,40,60,no_update,no_update,20,240,0.15069514652461979,0.15069514652461979,0,0,0
MATR_B1C25,40,60,no_update,no_update,20,240,0.037649387036261514,0.037649387036261514,0,0,0
MATR_B1C27,40,60,no_update,no_update,20,240,0.04066599375808598,0.04066599375808598,0,0,0
MATR_B1C29,40,60,no_update,no_update,20,240,0.015174656269953957,0.015174656269953957,0,0,0
MATR_B1C31,40,60,no_update,no_update,20,240,0.11754396254441689,0.11754396254441689,0,0,0
MATR_B1C33,40,60,no_update,no_update,20,240,0.023326813876445071,0.023326813876445071,0,0,0
MATR_B1C35,40,60,no_update,no_update,20,240,0.044421780304327523,0.044421780304327523,0,0,0
MATR_B1C37,40,60,no_update,no_update,20,240,0.11459933289195584,0.11459933289195584,0,0,0
MATR_B1C39,40,60,no_update,no_update,20,240,0.018698716499022616,0.018698716499022616,0,0,0
MATR_B1C4,40,60,no_update,no_update,20,240,0.028655694359161821,0.028655694359161821,0,0,0
MATR_B1C41,40,60,no_update,no_update,20,240,0.028994398866836354,0.028994398866836354,0,0,0
MATR_B1C43,40,60,no_update,no_update,20,240,0.053866709632632313,0.053866709632632313,0,0,0
MATR_B1C45,40,60,no_update,no_update,20,240,0.11444089061335276,0.11444089061335276,0,0,0
MATR_B1C6,40,60,no_update,no_update,20,240,0.12242487621886683,0.12242487621886683,0,0,0
MATR_B1C9,40,60,no_update,no_update,20,240,0.21090554601081302,0.21090554601081302,0,0,0
MATR_B2C10,40,60,no_update,no_update,20,240,0.12431619777501043,0.12431619777501043,0,0,0
MATR_B2C12,40,60,no_update,no_update,20,240,0.33524310240046601,0.33524310240046601,0,0,0
MATR_B2C14,40,60,no_update,no_update,20,240,0.032732226941937684,0.032732226941937684,0,0,0
MATR_B2C18,40,60,no_update,no_update,20,240,0.12597831443639246,0.12597831443639246,0,0,0
MATR_B2C20,40,60,no_update,no_update,20,240,0.087463457411426054,0.087463457411426054,0,0,0
MATR_B2C22,40,60,no_update,no_update,20,240,0.16871976339711955,0.16871976339711955,0,0,0
MATR_B2C24,40,60,no_update,no_update,20,240,0.2243152997208829,0.2243152997208829,0,0,0
MATR_B2C26,40,60,no_update,no_update,20,240,0.064352378323835308,0.064352378323835308,0,0,0
MATR_B2C28,40,60,no_update,no_update,20,240,0.50283698438909596,0.50283698438909596,0,0,0
MATR_B2C3,40,60,no_update,no_update,20,240,1.7763025382115762,1.7763025382115762,0,0,0
MATR_B2C30,40,60,no_update,no_update,20,240,0.038047001596136984,0.038047001596136984,0,0,0
MATR_B2C32,40,60,no_update,no_update,20,240,0.43679427311519842,0.43679427311519842,0,0,0
MATR_B2C34,40,60,no_update,no_update,20,240,0.41820522703663876,0.41820522703663876,0,0,0
MATR_B2C36,40,60,no_update,no_update,20,240,0.12430023918160107,0.12430023918160107,0,0,0
MATR_B2C38,40,60,no_update,no_update,20,240,0.080800835978864838,0.080800835978864838,0,0,0
MATR_B2C40,40,60,no_update,no_update,20,240,0.13850411140361055,0.13850411140361055,0,0,0
MATR_B2C42,40,60,no_update,no_update,20,240,0.16482570962194362,0.16482570962194362,0,0,0
MATR_B2C44,40,60,no_update,no_update,20,240,0.26103115660333054,0.26103115660333054,0,0,0
MATR_B2C46,40,60,no_update,no_update,20,240,0.073400706831832058,0.073400706831832058,0,0,0
MATR_B2C47,40,60,no_update,no_update,20,240,0.41226832757927201,0.41226832757927201,0,0,0
MATR_B2C5,40,60,no_update,no_update,20,240,0.057050254661273968,0.057050254661273968,0,0,0
MATR_B3C0,40,60,no_update,no_update,20,240,0.22240121567760335,0.22240121567760335,0,0,0
MATR_B3C1,40,60,no_update,no_update,20,240,0.43726651838792935,0.43726651838792935,0,0,0
MATR_B3C10,40,60,no_update,no_update,20,240,0.31677043569956531,0.31677043569956531,0,0,0
MATR_B3C11,40,60,no_update,no_update,20,240,0.059626120273717123,0.059626120273717123,0,0,0
MATR_B3C12,40,60,no_update,no_update,20,240,0.26161123994510244,0.26161123994510244,0,0,0
MATR_B3C13,40,60,no_update,no_update,20,240,0.18689246457691872,0.18689246457691872,0,0,0
MATR_B3C14,40,60,no_update,no_update,20,240,0.092782724880197814,0.092782724880197814,0,0,0
MATR_B3C15,40,60,no_update,no_update,20,240,0.10952613350995524,0.10952613350995524,0,0,0
MATR_B3C16,40,60,no_update,no_update,20,240,0.10514496538821559,0.10514496538821559,0,0,0
MATR_B3C17,40,60,no_update,no_update,20,240,0.24399636415175135,0.24399636415175135,0,0,0
MATR_B3C18,40,60,no_update,no_update,20,240,0.37637096710108919,0.37637096710108919,0,0,0
MATR_B3C19,40,60,no_update,no_update,20,240,0.20532621949894725,0.20532621949894725,0,0,0
MATR_B3C20,40,60,no_update,no_update,20,240,0.14381481330739299,0.14381481330739299,0,0,0
MATR_B3C21,40,60,no_update,no_update,20,240,0.50992080860515865,0.50992080860515865,0,0,0
MATR_B3C22,40,60,no_update,no_update,20,240,0.23032391414908993,0.23032391414908993,0,0,0
MATR_B3C24,40,60,no_update,no_update,20,240,0.15218922754696482,0.15218922754696482,0,0,0
MATR_B3C25,40,60,no_update,no_update,20,240,0.28033151529491179,0.28033151529491179,0,0,0
MATR_B3C26,40,60,no_update,no_update,20,240,0.11796960214533787,0.11796960214533787,0,0,0
MATR_B3C27,40,60,no_update,no_update,20,240,0.11633431675688564,0.11633431675688564,0,0,0
MATR_B3C28,40,60,no_update,no_update,20,240,0.34358541252920693,0.34358541252920693,0,0,0
MATR_B3C29,40,60,no_update,no_update,20,240,0.05304574437453103,0.05304574437453103,0,0,0
MATR_B3C3,40,60,no_update,no_update,20,240,0.27889425333649448,0.27889425333649448,0,0,0
MATR_B3C30,40,60,no_update,no_update,20,240,0.13066356416450312,0.13066356416450312,0,0,0
MATR_B3C31,40,60,no_update,no_update,20,240,0.29651058618275605,0.29651058618275605,0,0,0
