cell_id,previous_prefix_cycle,current_prefix_cycle,future_row_count,previous_trajectory_mae_pp,current_trajectory_mae_pp,delta_mae_pp
MATR_B3C41,20,40,260,0.1138154338719809,0.054600296812030866,-0.059215137059950032
MATR_B3C44,20,40,260,0.019436874782251468,0.15400854102470676,0.13457166624245528
MATR_B3C45,20,40,260,0.29170548316497769,0.82728224068122225,0.53557675751624456
MATR_B3C5,20,40,260,0.50634098371277025,0.14247465393552528,-0.36386632977724498
MATR_B3C6,20,40,260,1.4142358771041954,1.0052152661734421,-0.40902061093075326
MATR_B3C7,20,40,260,0.090576816556078868,0.18488790283328549,0.094311086277206621
MATR_B3C8,20,40,260,0.060761766025301034,0.052417328685347431,-0.0083444373399536031
MATR_B3C9,20,40,260,0.035509398893110521,0.23167125175771955,0.19616185286460902
MATR_B1C0,40,60,240,0.31996002364856196,0.63167504879305503,0.31171502514449306
MATR_B1C14,40,60,240,0.036793997573642892,0.073709568629562655,0.036915571055919763
MATR_B1C16,40,60,240,0.064927717119725101,0.059260080103689522,-0.0056676370160355788
MATR_B1C2,40,60,240,0.056883342794698241,0.032929474379738956,-0.023953868414959285
MATR_B1C20,40,60,240,0.80763587067423848,0.49936652899983996,-0.30826934167439851
MATR_B1C23,40,60,240,0.12122758788406915,0.15069514652461979,0.029467558640550645
MATR_B1C25,40,60,240,0.082698223264495552,0.037649387036261514,-0.045048836228234038
MATR_B1C27,40,60,240,0.022265343513135902,0.04066599375808598,0.018400650244950079
MATR_B1C29,40,60,240,0.026515791835595395,0.015174656269953957,-0.011341135565641439
MATR_B1C31,40,60,240,0.59136316124091026,0.11754396254441689,-0.47381919869649336
MATR_B1C33,40,60,240,0.053032515473226557,0.023326813876445071,-0.029705701596781486
