method_id,empirical_coverage,mean_interval_width_pp,mean_weighted_interval_score,minimum_prefix_coverage
hybrid_scaled,0.92682926829268297,1.9757005469379174,0.21518456191873211,0.92682926829268297
reference_scaled,0.92682926829268297,1.751871198687027,0.2328122760616966,0.92682926829268297
absolute,0.92682926829268297,1.8662073958086098,0.24481034067874205,0.92682926829268297
