cell_id,target_condition_id,source_cell_number,storage_soc_fraction,method,mechanism_gate_ready,activation_component_selected,mean_route,fallback_reason,future_point_count,trajectory_iae_pp,trajectory_signed_bias_pp,point_mae_pp,final_true_retention_pct,final_predicted_retention_pct,final_error_pp,final_absolute_error_pp,prediction_state_sha256
GEISBAUER_LFP_CELL_096,GEISBAUER_LFP_T60_SOC100,96,1,hierarchical_power_law_prefix_update_v2,False,False,hierarchical_power,not_applicable,2,9.2979943600210078,9.2979943600210078,9.2979943600210078,87.007095527540983,99.630174800527769,12.623079272986786,12.623079272986786,ae8860fcc6de1b87d153084e50e523e724f086c1e1010c6b7d30d93a3f4ed3b5
GEISBAUER_LFP_CELL_096,GEISBAUER_LFP_T60_SOC100,96,1,mechanism_gated_hierarchical_activation_offset_hybrid_v1,False,False,hierarchical_power_fallback,specialist_gate_not_ready,2,9.2979943600210078,9.2979943600210078,9.2979943600210078,87.007095527540983,99.630174800527769,12.623079272986786,12.623079272986786,9c6e37ff97a2c4b631a15226110289903c6994abbefe5973965c0a6999e3f2e7
GEISBAUER_LFP_CELL_096,GEISBAUER_LFP_T60_SOC100,96,1,target_prefix_only_sqrt_time_v1,False,False,target_prefix_sqrt,not_applicable,2,9.4861713608513654,9.4861713608513654,9.4861713608513654,87.007095527540983,99.826773716632374,12.819678189091391,12.819678189091391,404092f302339300c7e5c1cd936325a6b94d59cf4957d0dec1a0a3ac7fd2a714
GEISBAUER_LFP_CELL_096,GEISBAUER_LFP_T60_SOC100,96,1,target_prefix_persistence_day59_v1,False,False,target_prefix_persistence,not_applicable,2,9.7094291046890007,9.7094291046890007,9.7094291046890007,87.007095527540983,100.06417884873444,13.05708332119346,13.05708332119346,b226eb71ce358106bf0d2c5931deb915d5c9db1a4acdbf732d9a97b1e8497ca4
GEISBAUER_LFP_CELL_112,GEISBAUER_LFP_T60_SOC100,112,1,hierarchical_power_law_prefix_update_v2,False,False,hierarchical_power,not_applicable,2,9.2098114051005453,9.2098114051005453,9.2098114051005453,84.517552363652001,96.858865056664015,12.341312693012014,12.341312693012014,2eedf7d5deb65746cfe4d2a6b023a4def539df0015194832ecadf230e08acbfd
GEISBAUER_LFP_CELL_112,GEISBAUER_LFP_T60_SOC100,112,1,mechanism_gated_hierarchical_activation_offset_hybrid_v1,False,False,hierarchical_power_fallback,specialist_gate_not_ready,2,9.2098114051005453,9.2098114051005453,9.2098114051005453,84.517552363652001,96.858865056664015,12.341312693012014,12.341312693012014,621de98662aaf8964ab7e131df84d04d8774645d8d5cdcf474c191027392a8c3
GEISBAUER_LFP_CELL_112,GEISBAUER_LFP_T60_SOC100,112,1,target_prefix_only_sqrt_time_v1,False,False,target_prefix_sqrt,not_applicable,2,8.9851268099955846,8.9851268099955846,8.9851268099955846,84.517552363652001,96.558035875645018,12.040483511993017,12.040483511993017,6caede165e2d1555a2f7279e8fc2ba12b15b45bbb6898cde3ff55216956fa209
GEISBAUER_LFP_CELL_112,GEISBAUER_LFP_T60_SOC100,112,1,target_prefix_persistence_day59_v1,False,False,target_prefix_persistence,not_applicable,2,9.9733667919283278,9.9733667919283278,9.9733667919283278,84.517552363652001,97.827381021949165,13.309828658297164,13.309828658297164,e80e726da096087057cb50978ad96dbb1926d69326e7294de4b97b3b7669959b
GEISBAUER_LFP_CELL_115,GEISBAUER_LFP_T60_SOC50,115,0.5,hierarchical_power_law_prefix_update_v2,False,False,hierarchical_power,not_applicable,2,1.6812111178847644,-0.008634022335989755,1.6812111178847644,98.296803409177286,99.969380504726061,1.6725770955487747,1.6725770955487747,45c3cd104aaad4fd6421048edbc818ced2949e79b51e589d6b4b645d29747810
GEISBAUER_LFP_CELL_115,GEISBAUER_LFP_T60_SOC50,115,0.5,mechanism_gated_hierarchical_activation_offset_hybrid_v1,False,False,hierarchical_power_fallback,specialist_gate_not_ready,2,1.6812111178847644,-0.008634022335989755,1.6812111178847644,98.296803409177286,99.969380504726061,1.6725770955487747,1.6725770955487747,0e048254621df5fb0d3cc10d5f6dc67204eb52b0d705eb7a9d3584a845a1ab0b
GEISBAUER_LFP_CELL_115,GEISBAUER_LFP_T60_SOC50,115,0.5,target_prefix_only_sqrt_time_v1,False,False,target_prefix_sqrt,not_applicable,2,1.683411735038618,0.019784855784095612,1.683411735038618,98.296803409177286,100,1.7031965908227136,1.7031965908227136,7632c11c626baae56b3e3606077127fb5ffdbe2b2b40c27e84e0aeb848893c2b
GEISBAUER_LFP_CELL_115,GEISBAUER_LFP_T60_SOC50,115,0.5,target_prefix_persistence_day59_v1,False,False,target_prefix_persistence,not_applicable,2,3.1447204801267503,3.1447204801267503,3.1447204801267503,98.296803409177286,103.12493562434265,4.8281322151653683,4.8281322151653683,0adf818118fd4236e9b79dced07a42625484e8a8aaf5a6ccb41977d068263219
GEISBAUER_LFP_CELL_118,GEISBAUER_LFP_T60_SOC20,118,0.20000000000000001,hierarchical_power_law_prefix_update_v2,False,False,hierarchical_power,not_applicable,2,1.0067194419871655,-1.0067194419871655,1.0067194419871655,100.2427767436657,99.964761420707191,-0.27801532295850961,0.27801532295850961,06e3b32b2f36a1aa8b15bc3e5553ff1b796d1ff5e8f7c8bf62805d671b1fa30b
GEISBAUER_LFP_CELL_118,GEISBAUER_LFP_T60_SOC20,118,0.20000000000000001,mechanism_gated_hierarchical_activation_offset_hybrid_v1,False,False,hierarchical_power_fallback,specialist_gate_not_ready,2,1.0067194419871655,-1.0067194419871655,1.0067194419871655,100.2427767436657,99.964761420707191,-0.27801532295850961,0.27801532295850961,1cf31e2dbdf423f662177e3dec4ccd32ebe22a8f70e208a87d5b8fb787b09789
GEISBAUER_LFP_CELL_118,GEISBAUER_LFP_T60_SOC20,118,0.20000000000000001,target_prefix_only_sqrt_time_v1,False,False,target_prefix_sqrt,not_applicable,2,0.97458459401655517,-0.97458459401655517,0.97458459401655517,100.2427767436657,100,-0.24277674366570068,0.24277674366570068,e395bcf6587fb6eac618aebe4a0666d97b77d1245add28771c0895d657c218a4
GEISBAUER_LFP_CELL_118,GEISBAUER_LFP_T60_SOC20,118,0.20000000000000001,target_prefix_persistence_day59_v1,False,False,target_prefix_persistence,not_applicable,2,1.5424355787564323,1.5424355787564323,1.5424355787564323,100.2427767436657,102.51702017277299,2.2742434291072868,2.2742434291072868,48374ecc7f922c247959be5526c04c88d3fff0ddb3a2152fd2fbcf3cfb16ea3e
