cell_id,previous_prefix_cycle,current_prefix_cycle,selected_gate_id,selection_fit_cell_count,activated,base_trajectory_mae_pp,updated_trajectory_mae_pp,raw_delta_mae_pp,gated_delta_mae_pp,matched_naive_history_slope_delta_mae_pp,history_theil_slope_pp_per_cycle,reissue_shift_theil_slope_pp_per_cycle,bounded_unassimilated_slope_pp_per_cycle,projected_unassimilated_change_pp,absolute_history_spearman,history_slope_sign_agreement,unassimilated_history_slope_sign_agreement
MATR_B2C13,60,100,a0p5_d0p01_r0p0,40,False,0.34565201252327671,0.34565201252327671,0.0047972560093095806,0,0,-0.00056399265169045673,-0.00046629189340567266,-9.7700758284784074e-05,0.003908030331391363,0.7129455909943716,True,True
MATR_B2C17,60,100,a0p5_d0p01_r0p0,40,False,0.16649652706804852,0.16649652706804852,-0.012331707232152683,0,0,-0.0013517682446653402,-0.0018766974371947531,0.00052492919252941292,0.020997167701176517,0.40900562851782374,False,False
MATR_B2C19,60,100,a0p5_d0p01_r0p0,40,True,0.39668591731033848,0.36175716752271325,-0.034928749787625224,-0.034928749787625224,-0.23507594711133484,0.0057285089012762899,0.0049842337217727503,0.00074427517950353961,0.029771007180141584,0.96153846153846168,True,True
MATR_B2C2,60,100,a0p5_d0p01_r0p0,40,False,0.21375919505575042,0.21375919505575042,-0.0064101483251656211,0,0,-0.00061342694247889216,-0.00047892742763520771,-0.00013449951484368445,0.005379980593747378,0.2382739212007505,True,True
MATR_B2C21,60,100,a0p5_d0p01_r0p0,40,False,0.2231231775777337,0.2231231775777337,-0.12726771416977389,0,0,0.00091290471924698508,0.0035026588596678348,-0.00258975414042085,0.103590165616834,0.41969981238273929,False,False
MATR_B2C23,60,100,a0p5_d0p01_r0p0,40,True,0.70265171311728947,0.56182152437168575,-0.14083018874560371,-0.14083018874560371,-0.1234374315086898,0.0024564662986803973,-0.00034612452212763958,0.0028025908208080368,0.11210363283232147,0.87879924953095689,True,True
MATR_B2C25,60,100,a0p5_d0p01_r0p0,40,False,0.053068381687329164,0.053068381687329164,0.16088427870105107,0,0,-0.0011527439636198466,-0.0048338643395104391,0.0036811203758905925,0.1472448150356237,0.73864915572232659,True,False
MATR_B2C27,60,100,a0p5_d0p01_r0p0,40,False,0.10246328014062243,0.10246328014062243,0.069365741846555043,0,0,-0.0010499218855620405,-0.0026152120958824136,0.0015652902103203731,0.06261160841281492,0.6973733583489683,True,False
MATR_B2C29,60,100,a0p5_d0p01_r0p0,40,False,0.093872113884813618,0.093872113884813618,0.037765149222469679,0,0,0.00094115792367991465,0.0017244422023058165,-0.00078328427862590184,0.031331371145036077,0.63714821763602258,True,False
MATR_B2C31,60,100,a0p5_d0p01_r0p0,40,False,0.062003680328381987,0.062003680328381987,0.074963446336622108,0,0,0.00044431588134229583,0.0020352925377619515,-0.0015909766564196556,0.063639066256786225,0.40769230769230774,True,False
MATR_B2C33,60,100,a0p5_d0p01_r0p0,40,False,0.2151114502920565,0.2151114502920565,0.033350770918853162,0,0,0.0013782769598459034,0.0020709993624900701,-0.00069272240264416671,0.02770889610576667,0.73789868667917458,True,False
MATR_B2C35,60,100,a0p5_d0p01_r0p0,40,False,0.05823630525009605,0.05823630525009605,-0.0010259961539546905,0,0,-0.00073295305544923261,-0.00054821311507495486,-0.00018473994037427775,0.00738959761497111,0.57166979362101322,False,True
MATR_B2C37,60,100,a0p5_d0p01_r0p0,40,False,0.17656570951255682,0.17656570951255682,-0.03503064636976333,0,0,-0.00031363386956943687,-0.0010410290678739501,0.00072739519830451326,0.029095807932180529,0.24352720450281426,True,False
MATR_B2C39,60,100,a0p5_d0p01_r0p0,40,False,0.05505877288868511,0.05505877288868511,0.010551951557137194,0,0,-0.00030317168565920983,0.00054750990213173157,-0.0008506815877909414,0.034027263511637658,0.35834896810506567,False,True
MATR_B2C4,60,100,a0p5_d0p01_r0p0,40,False,0.46217325397049469,0.46217325397049469,0.00094789584771831636,0,0,0.0012082023956743626,0.0011893068340732846,1.8895561601078035e-05,0.00075582246404312138,0.81013133208255173,True,True
MATR_B2C41,60,100,a0p5_d0p01_r0p0,40,False,0.21319275331089116,0.21319275331089116,0.010934627560708926,0,0,0.00072044053156683258,0.00049472833091229913,0.00022571220065453344,0.0090284880261813378,0.37673545966228894,False,True
MATR_B2C43,60,100,a0p5_d0p01_r0p0,40,False,0.1549750344609177,0.1549750344609177,-0.091677265085146481,0,0,-0.0002847572700008561,0.0016810439066487918,-0.0019658011766496477,0.078632047065985908,0.31744840525328333,False,True
MATR_B2C45,60,100,a0p5_d0p01_r0p0,40,True,0.12589729161187777,0.088098231458911727,-0.037799060152966038,-0.037799060152966038,-0.025327617886127599,-0.00052971545965529998,0.00026550554926720358,-0.00079522100892250361,0.031808840356900146,0.33639774859287058,True,True
MATR_B2C6,60,100,a0p5_d0p01_r0p0,40,True,0.53364665284187596,0.1725226078283611,-0.36112404501351486,-0.36112404501351486,-0.30571273724096781,-0.0064198782780167107,0.0012745914006209334,-0.0076944696786376441,0.30777878714550577,0.97354596622889322,True,True
