scenario,fold_id,target_condition_id,prefix_checkups,method,future_checkup_count,trajectory_iae_pp,future_point_mae_pp,final_true_retention_pct,final_predicted_retention_pct,final_error_pp,future_checkup_count_recomputed,trajectory_iae_pp_recomputed,future_point_mae_pp_recomputed,final_true_retention_pct_recomputed,final_predicted_retention_pct_recomputed,final_error_pp_recomputed,future_checkup_count_audit_difference,trajectory_iae_pp_audit_difference,future_point_mae_pp_audit_difference,final_true_retention_pct_audit_difference,final_predicted_retention_pct_audit_difference,final_error_pp_audit_difference
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,5,hierarchical_activation_offset_power_tau7_v3,30,1.7398587197375444,1.5736784344901058,93.492343457609309,90.112806498111638,-3.3795369594976705,30,1.7398587197375444,1.5736784344901058,93.492343457609309,90.112806498111638,-3.3795369594976705,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,5,hierarchical_power_law_prefix_update_v2,30,2.9179843692049814,2.6982740727235379,93.492343457609309,98.486840540717168,4.9944970831078592,30,2.9179843692049814,2.6982740727235379,93.492343457609309,98.486840540717168,4.9944970831078592,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,5,mechanism_gated_hierarchical_activation_offset_hybrid_v1,30,2.9179843692049814,2.6982740727235379,93.492343457609309,98.486840540717168,4.9944970831078592,30,2.9179843692049814,2.6982740727235379,93.492343457609309,98.486840540717168,4.9944970831078592,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,5,mechanism_gated_target_activation_offset_hybrid_v1,30,2.9179843692049814,2.6982740727235379,93.492343457609309,98.486840540717168,4.9944970831078592,30,2.9179843692049814,2.6982740727235379,93.492343457609309,98.486840540717168,4.9944970831078592,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,5,target_prefix_activation_offset_power_tau7_v1,30,7.6099030462730886,6.892865743766996,93.492343457609309,78.563671947687695,-14.928671509921614,30,7.6099030462730886,6.892865743766996,93.492343457609309,78.563671947687695,-14.928671509921614,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,5,target_prefix_only_sqrt_time_v1,30,3.5771926390946875,3.3029143431374659,93.492343457609309,99.679979666848553,6.1876362092392441,30,3.5771926390946875,3.3029143431374659,93.492343457609309,99.679979666848553,6.1876362092392441,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,8,hierarchical_activation_offset_power_tau7_v3,27,0.11871896136979181,0.12547106088040039,93.492343457609309,93.563483933298016,0.071140475688707738,27,0.11871896136979181,0.12547106088040039,93.492343457609309,93.563483933298016,0.071140475688707738,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,8,hierarchical_power_law_prefix_update_v2,27,4.5492622396840936,4.1098356845029276,93.492343457609309,83.302117958070482,-10.190225499538826,27,4.5492622396840936,4.1098356845029276,93.492343457609309,83.302117958070482,-10.190225499538826,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,8,mechanism_gated_hierarchical_activation_offset_hybrid_v1,27,0.11871896136979181,0.12547106088040039,93.492343457609309,93.563483933298016,0.071140475688707738,27,0.11871896136979181,0.12547106088040039,93.492343457609309,93.563483933298016,0.071140475688707738,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,8,mechanism_gated_target_activation_offset_hybrid_v1,27,0.65350467020254477,0.62591194945083517,93.492343457609309,92.66473176657054,-0.82761169103876853,27,0.65350467020254477,0.62591194945083517,93.492343457609309,92.66473176657054,-0.82761169103876853,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,8,target_prefix_activation_offset_power_tau7_v1,27,0.65350467020254477,0.62591194945083517,93.492343457609309,92.66473176657054,-0.82761169103876853,27,0.65350467020254477,0.62591194945083517,93.492343457609309,92.66473176657054,-0.82761169103876853,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,8,target_prefix_only_sqrt_time_v1,27,2.4933657470195199,2.3310146520767101,93.492343457609309,97.86576026253401,4.3734168049247018,27,2.4933657470195199,2.3310146520767101,93.492343457609309,97.86576026253401,4.3734168049247018,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,10,hierarchical_activation_offset_power_tau7_v3,25,0.41210964154792029,0.36816611979572883,93.492343457609309,94.490822842816755,0.99847938520744606,25,0.41210964154792029,0.36816611979572883,93.492343457609309,94.490822842816755,0.99847938520744606,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,10,hierarchical_power_law_prefix_update_v2,25,2.1953555435544012,1.9862502803570221,93.492343457609309,88.835271542152839,-4.6570719154564699,25,2.1953555435544012,1.9862502803570221,93.492343457609309,88.835271542152839,-4.6570719154564699,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,10,mechanism_gated_hierarchical_activation_offset_hybrid_v1,25,0.41210964154792029,0.36816611979572883,93.492343457609309,94.490822842816755,0.99847938520744606,25,0.41210964154792029,0.36816611979572883,93.492343457609309,94.490822842816755,0.99847938520744606,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,10,mechanism_gated_target_activation_offset_hybrid_v1,25,0.27137163795374231,0.23913534789318588,93.492343457609309,94.257525163369692,0.76518170576038358,25,0.27137163795374231,0.23913534789318588,93.492343457609309,94.257525163369692,0.76518170576038358,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,10,target_prefix_activation_offset_power_tau7_v1,25,0.27137163795374231,0.23913534789318588,93.492343457609309,94.257525163369692,0.76518170576038358,25,0.27137163795374231,0.23913534789318588,93.492343457609309,94.257525163369692,0.76518170576038358,0,0,0,0,0,0
v3_soc_interpolation_at_40c,40c_intermediate_soc_v3_activation_development,NAUMANN_CAL_T40_SOC12.5,10,target_prefix_only_sqrt_time_v1,25,2.0560585486835294,1.9162027043120902,93.492343457609309,97.099804444322814,3.6074609867135052,25,2.0560585486835294,1.9162027043120902,93.492343457609309,97.099804444322814,3.6074609867135052,0,0,0,0,0,0
