audit_family,scenario_id,removed_condition_id,mean_route,requested_coverage,calibration_condition_count,evaluation_condition_count,order_statistic_rank,multiplier,quantile_status,diagnostic_available_evaluation_count,diagnostic_covered_evaluation_count,diagnostic_coverage_fraction_among_available,all_evaluation_diagnostic_available,all_evaluation_simultaneously_covered,all_evaluation_available_and_covered,diagnostic_mean_width_pp,diagnostic_max_width_pp,diagnostic_interval_score_mean
exhaustive_six_of_ten_partition,partition_040_cf546a05b0d7,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_040_cf546a05b0d7,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_041_d2e529cd4033,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_041_d2e529cd4033,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_041_d2e529cd4033,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_041_d2e529cd4033,,hierarchical_power_fallback,0.80000000000000004,4,4,4,2.1698424743004083,finite_order_statistic,4,4,1,True,True,True,1.6191863897065577,3.4427051368367643,1.6191863897065577
exhaustive_six_of_ten_partition,partition_041_d2e529cd4033,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_041_d2e529cd4033,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_042_7374cc557298,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_042_7374cc557298,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_042_7374cc557298,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_042_7374cc557298,,hierarchical_power_fallback,0.80000000000000004,4,4,4,2.1698424743004083,finite_order_statistic,4,4,1,True,True,True,1.6257901372499686,3.4427051368367643,1.6257901372499686
exhaustive_six_of_ten_partition,partition_042_7374cc557298,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_042_7374cc557298,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_043_1fbfa576f7cb,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_043_1fbfa576f7cb,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_043_1fbfa576f7cb,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_043_1fbfa576f7cb,,hierarchical_power_fallback,0.80000000000000004,4,4,4,1.4840726147248924,finite_order_statistic,4,3,0.75,True,False,False,1.1938266445573098,2.916871079971969,1.5534143350575411
exhaustive_six_of_ten_partition,partition_043_1fbfa576f7cb,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_043_1fbfa576f7cb,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_044_1e98e122b9bb,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_044_1e98e122b9bb,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_044_1e98e122b9bb,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_044_1e98e122b9bb,,hierarchical_power_fallback,0.80000000000000004,4,4,4,1.4840726147248924,finite_order_statistic,4,3,0.75,True,False,False,1.1983433046373884,2.916871079971969,1.5579309951376197
exhaustive_six_of_ten_partition,partition_044_1e98e122b9bb,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_044_1e98e122b9bb,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_045_ca2ec77fe9c7,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_045_ca2ec77fe9c7,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_045_ca2ec77fe9c7,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_045_ca2ec77fe9c7,,hierarchical_power_fallback,0.80000000000000004,4,4,4,1.4840726147248924,finite_order_statistic,4,3,0.75,True,False,False,1.2667438519034633,2.916871079971969,1.6263315424036946
exhaustive_six_of_ten_partition,partition_045_ca2ec77fe9c7,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_045_ca2ec77fe9c7,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_046_8eb946a3c0fe,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_046_8eb946a3c0fe,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_046_8eb946a3c0fe,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_046_8eb946a3c0fe,,hierarchical_power_fallback,0.80000000000000004,4,4,4,2.1698424743004083,finite_order_statistic,4,4,1,True,True,True,1.5881851163936962,4.1087384001945395,1.5881851163936962
exhaustive_six_of_ten_partition,partition_046_8eb946a3c0fe,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_046_8eb946a3c0fe,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_047_46453a61cf59,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_047_46453a61cf59,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_047_46453a61cf59,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_047_46453a61cf59,,hierarchical_power_fallback,0.80000000000000004,4,4,4,2.1698424743004083,finite_order_statistic,4,4,1,True,True,True,1.6881926303459927,4.1087384001945395,1.6881926303459927
exhaustive_six_of_ten_partition,partition_047_46453a61cf59,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_047_46453a61cf59,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_048_0bce1800e813,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_048_0bce1800e813,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_048_0bce1800e813,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_048_0bce1800e813,,hierarchical_power_fallback,0.80000000000000004,4,4,4,2.1698424743004083,finite_order_statistic,4,4,1,True,True,True,1.6947963778894035,4.1087384001945395,1.6947963778894035
exhaustive_six_of_ten_partition,partition_048_0bce1800e813,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_048_0bce1800e813,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_049_c5f97d40abc1,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_049_c5f97d40abc1,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_049_c5f97d40abc1,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_049_c5f97d40abc1,,hierarchical_power_fallback,0.80000000000000004,4,4,4,1.4840726147248924,finite_order_statistic,4,3,0.75,True,False,False,1.2410237444348571,2.916871079971969,1.6006114349350884
exhaustive_six_of_ten_partition,partition_049_c5f97d40abc1,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_049_c5f97d40abc1,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_050_4c0a3220e149,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_050_4c0a3220e149,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_050_4c0a3220e149,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_050_4c0a3220e149,,hierarchical_power_fallback,0.80000000000000004,4,4,4,1.4840726147248924,finite_order_statistic,4,3,0.75,True,False,False,1.2455404045149356,2.916871079971969,1.605128095015167
exhaustive_six_of_ten_partition,partition_050_4c0a3220e149,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_050_4c0a3220e149,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_051_6abc6696e2b0,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_051_6abc6696e2b0,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_051_6abc6696e2b0,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_051_6abc6696e2b0,,hierarchical_power_fallback,0.80000000000000004,4,4,4,1.4840726147248924,finite_order_statistic,4,3,0.75,True,False,False,1.3139409517810106,2.916871079971969,1.6735286422812419
exhaustive_six_of_ten_partition,partition_051_6abc6696e2b0,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_051_6abc6696e2b0,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_052_6ccafbfa12cc,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_052_6ccafbfa12cc,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_052_6ccafbfa12cc,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_052_6ccafbfa12cc,,hierarchical_power_fallback,0.80000000000000004,4,4,4,2.1698424743004083,finite_order_statistic,4,4,1,True,True,True,1.7288295821138298,4.1087384001945395,1.7288295821138298
exhaustive_six_of_ten_partition,partition_052_6ccafbfa12cc,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_052_6ccafbfa12cc,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_053_a1a77356935f,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_053_a1a77356935f,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_053_a1a77356935f,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_053_a1a77356935f,,hierarchical_power_fallback,0.80000000000000004,4,4,4,2.1698424743004083,finite_order_statistic,4,4,1,True,True,True,1.7354333296572408,4.1087384001945395,1.7354333296572408
exhaustive_six_of_ten_partition,partition_053_a1a77356935f,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_053_a1a77356935f,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_054_e199a29f20e0,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_054_e199a29f20e0,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_054_e199a29f20e0,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_054_e199a29f20e0,,hierarchical_power_fallback,0.80000000000000004,4,4,4,2.1698424743004083,finite_order_statistic,4,4,1,True,True,True,1.8354408436095371,4.1087384001945395,1.8354408436095371
exhaustive_six_of_ten_partition,partition_054_e199a29f20e0,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_054_e199a29f20e0,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_055_c1da6c5d1236,,hierarchical_activation_residual,0.80000000000000004,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_055_c1da6c5d1236,,hierarchical_activation_residual,0.90000000000000002,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_055_c1da6c5d1236,,hierarchical_activation_residual,0.94999999999999996,2,0,3,,unavailable_finite_sample_full_physical_range,0,0,,,,,,,
exhaustive_six_of_ten_partition,partition_055_c1da6c5d1236,,hierarchical_power_fallback,0.80000000000000004,4,4,4,1.4840726147248924,finite_order_statistic,4,3,0.75,True,False,False,1.3417347607689132,2.916871079971969,1.7013224512691445
exhaustive_six_of_ten_partition,partition_055_c1da6c5d1236,,hierarchical_power_fallback,0.90000000000000002,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_055_c1da6c5d1236,,hierarchical_power_fallback,0.94999999999999996,4,4,5,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_056_11d7195b8fef,,hierarchical_activation_residual,0.80000000000000004,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_056_11d7195b8fef,,hierarchical_activation_residual,0.90000000000000002,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_056_11d7195b8fef,,hierarchical_activation_residual,0.94999999999999996,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_056_11d7195b8fef,,hierarchical_power_fallback,0.80000000000000004,5,3,5,2.1698424743004083,finite_order_statistic,3,3,1,True,True,True,1.3806837381526746,2.2673997803693737,1.3806837381526746
exhaustive_six_of_ten_partition,partition_056_11d7195b8fef,,hierarchical_power_fallback,0.90000000000000002,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_056_11d7195b8fef,,hierarchical_power_fallback,0.94999999999999996,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_057_2ffb9ef0ed7e,,hierarchical_activation_residual,0.80000000000000004,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_057_2ffb9ef0ed7e,,hierarchical_activation_residual,0.90000000000000002,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_057_2ffb9ef0ed7e,,hierarchical_activation_residual,0.94999999999999996,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_057_2ffb9ef0ed7e,,hierarchical_power_fallback,0.80000000000000004,5,3,5,2.1698424743004083,finite_order_statistic,3,3,1,True,True,True,1.5140270900890698,3.0610265608058569,1.5140270900890698
exhaustive_six_of_ten_partition,partition_057_2ffb9ef0ed7e,,hierarchical_power_fallback,0.90000000000000002,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_057_2ffb9ef0ed7e,,hierarchical_power_fallback,0.94999999999999996,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_058_6bf6559e9066,,hierarchical_activation_residual,0.80000000000000004,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_058_6bf6559e9066,,hierarchical_activation_residual,0.90000000000000002,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_058_6bf6559e9066,,hierarchical_activation_residual,0.94999999999999996,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_058_6bf6559e9066,,hierarchical_power_fallback,0.80000000000000004,5,3,5,2.1698424743004083,finite_order_statistic,3,3,1,True,True,True,1.5228320868136178,3.0610265608058569,1.5228320868136178
exhaustive_six_of_ten_partition,partition_058_6bf6559e9066,,hierarchical_power_fallback,0.90000000000000002,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_058_6bf6559e9066,,hierarchical_power_fallback,0.94999999999999996,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_059_eab731050b9a,,hierarchical_activation_residual,0.80000000000000004,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_059_eab731050b9a,,hierarchical_activation_residual,0.90000000000000002,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_059_eab731050b9a,,hierarchical_activation_residual,0.94999999999999996,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_059_eab731050b9a,,hierarchical_power_fallback,0.80000000000000004,5,3,5,1.4840726147248924,finite_order_statistic,3,2,0.66666666666666663,True,False,False,1.1506950144428245,2.916871079971969,1.6301452684431332
exhaustive_six_of_ten_partition,partition_059_eab731050b9a,,hierarchical_power_fallback,0.90000000000000002,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_059_eab731050b9a,,hierarchical_power_fallback,0.94999999999999996,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_060_8d28d780d33e,,hierarchical_activation_residual,0.80000000000000004,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_060_8d28d780d33e,,hierarchical_activation_residual,0.90000000000000002,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_060_8d28d780d33e,,hierarchical_activation_residual,0.94999999999999996,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_060_8d28d780d33e,,hierarchical_power_fallback,0.80000000000000004,5,3,5,1.4840726147248924,finite_order_statistic,3,2,0.66666666666666663,True,False,False,1.1567172278829294,2.916871079971969,1.6361674818832379
exhaustive_six_of_ten_partition,partition_060_8d28d780d33e,,hierarchical_power_fallback,0.90000000000000002,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_060_8d28d780d33e,,hierarchical_power_fallback,0.94999999999999996,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_061_ef11aec38242,,hierarchical_activation_residual,0.80000000000000004,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_061_ef11aec38242,,hierarchical_activation_residual,0.90000000000000002,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_061_ef11aec38242,,hierarchical_activation_residual,0.94999999999999996,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_061_ef11aec38242,,hierarchical_power_fallback,0.80000000000000004,5,3,5,1.4840726147248924,finite_order_statistic,3,2,0.66666666666666663,True,False,False,1.2479179575710291,2.916871079971969,1.7273682115713378
exhaustive_six_of_ten_partition,partition_061_ef11aec38242,,hierarchical_power_fallback,0.90000000000000002,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_061_ef11aec38242,,hierarchical_power_fallback,0.94999999999999996,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_062_4b5fb8766abc,,hierarchical_activation_residual,0.80000000000000004,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_062_4b5fb8766abc,,hierarchical_activation_residual,0.90000000000000002,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_062_4b5fb8766abc,,hierarchical_activation_residual,0.94999999999999996,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_062_4b5fb8766abc,,hierarchical_power_fallback,0.80000000000000004,5,3,5,2.1698424743004083,finite_order_statistic,3,3,1,True,True,True,1.5682096924461864,3.4427051368367643,1.5682096924461864
exhaustive_six_of_ten_partition,partition_062_4b5fb8766abc,,hierarchical_power_fallback,0.90000000000000002,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_062_4b5fb8766abc,,hierarchical_power_fallback,0.94999999999999996,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_063_22073250a8a4,,hierarchical_activation_residual,0.80000000000000004,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_063_22073250a8a4,,hierarchical_activation_residual,0.90000000000000002,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_063_22073250a8a4,,hierarchical_activation_residual,0.94999999999999996,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_063_22073250a8a4,,hierarchical_power_fallback,0.80000000000000004,5,3,5,2.1698424743004083,finite_order_statistic,3,3,1,True,True,True,1.5770146891707342,3.4427051368367643,1.5770146891707342
exhaustive_six_of_ten_partition,partition_063_22073250a8a4,,hierarchical_power_fallback,0.90000000000000002,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_063_22073250a8a4,,hierarchical_power_fallback,0.94999999999999996,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_064_99001de45129,,hierarchical_activation_residual,0.80000000000000004,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_064_99001de45129,,hierarchical_activation_residual,0.90000000000000002,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_064_99001de45129,,hierarchical_activation_residual,0.94999999999999996,1,1,2,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_064_99001de45129,,hierarchical_power_fallback,0.80000000000000004,5,3,5,2.1698424743004083,finite_order_statistic,3,3,1,True,True,True,1.7103580411071293,3.4427051368367643,1.7103580411071293
exhaustive_six_of_ten_partition,partition_064_99001de45129,,hierarchical_power_fallback,0.90000000000000002,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
exhaustive_six_of_ten_partition,partition_064_99001de45129,,hierarchical_power_fallback,0.94999999999999996,5,3,6,,unavailable_finite_sample_full_physical_range,0,0,,False,,False,,,
